Annualized Return,Annualized Excess Return,IR,IR long only,IC,Max Drawdown,Max Drawdown long only,daily Turnover
0.35024918279562256,0.04273312001900899,5.000281639996129,0.4317600625430101,0.022032236105634425,0.05459763197799694,0.11871782040458456,0.10337391911447792
