Annualized Return,Annualized Excess Return,IR,IR long only,IC,Max Drawdown,Max Drawdown long only,daily Turnover
0.29818259072456066,0.0356870186090604,4.573518490354345,0.3722906685870556,0.019161179775716387,0.05003517414510961,0.11535184011213907,0.057567055549329775
