Annualized Return,Annualized Excess Return,IR,IR long only,IC,Max Drawdown,Max Drawdown long only,daily Turnover
0.16859158881916453,0.02888520703474827,3.360147923907397,0.32423224521128496,0.012208219232501481,0.03502682633800014,0.11205940733693598,0.01687770373195605
