Annualized Return,Annualized Excess Return,IR,IR long only,IC,Max Drawdown,Max Drawdown long only,daily Turnover
0.24306953291565978,0.02572886660743791,3.945367340648949,0.27721214149684364,0.016062382070888878,0.055172043900484746,0.11652474612621229,0.03768994461614153
