Annualized Return,Annualized Excess Return,IR,IR long only,IC,Max Drawdown,Max Drawdown long only,daily Turnover
0.17076470064169327,-0.02114157821746,3.3737006551566133,-0.26355173409765725,0.01008061469448207,0.04431771856660488,0.1252989480266083,0.018733895626319295
