Annualized Return,Annualized Excess Return,IR,IR long only,IC,Max Drawdown,Max Drawdown long only,daily Turnover
0.5324375981194269,0.06272185210894493,6.453580591412237,0.8297768101048926,0.029697941977374718,0.04489393714160195,0.0920265655336584,0.22472511388302624
