time,1,2,3,4,5,6,7,8,9,10
2018-04-03,-0.010778112607297191,-0.008269563612696497,-0.009942777567648935,-0.004433052875972922,-0.006204414944360294,-0.005062715757550232,-0.0021739900537860834,-0.004513750308245728,-0.002240044003884504,-0.003378025198849635
2018-04-04,-0.0014838250851052762,0.0051723206264704825,0.0016722269136455695,0.004464533435318298,5.275122386503409e-05,0.0027159883582948256,0.001825602598060901,0.0008557197690141945,0.0012929607886094988,0.0027282867016781513
2018-04-09,-0.011890683117062838,-0.002832129099955337,0.0004984141225147314,0.003555988457060558,0.004461836541467044,0.00417872919903967,0.003479783881587519,0.006007479295736561,0.005759590537788416,0.003366463009492467
2018-04-10,0.002789833553306103,0.006835174567689861,0.008999354686530145,0.009087862597746715,0.006916690870884644,0.0074688606732578105,0.008680064606903308,0.009248695469649135,0.0066810581734403065,0.008208229667728132
2018-04-11,-0.007345193883609397,-0.005948847239257726,-0.006104086736634137,-0.004661923203671499,-0.004975561925632748,-0.005061343074621506,-0.002883467214305867,-0.00521547936361573,-0.006478023155283288,-0.006479820384328818
2018-04-12,-0.012693784368177778,-0.006304321323492244,-0.004004083445108209,-0.0031265141576832687,-0.0006023314474790026,-0.0026096972966093437,-0.0008071441607675617,-0.0024796240255549142,-3.506961983123543e-05,-0.00240543671357199
2018-04-13,-0.006334892969720412,-0.00778474979705632,-0.006224327672289652,-0.01036411190381568,-0.008587051011728476,-0.007089747514957296,-0.006342278281048018,-0.0044471258258823865,-0.007875750416312749,-0.008252497915953724
2018-04-16,-0.02541822733423951,-0.02868231630035466,-0.026775539709737183,-0.023636018353303666,-0.02499375475513073,-0.021978551917485756,-0.023702539915361774,-0.021037630711436474,-0.021756526419935945,-0.022466094688298723
2018-04-17,0.005612501008992476,0.009533678988964392,0.013553928719215468,0.00971454119582113,0.01116559649369924,0.011005473473469654,0.012922277213313798,0.014540858553946968,0.00789746422367955,0.014662158259795076
2018-04-18,-0.0009234670388789877,0.0017463733010115421,0.0024485312334263164,0.002784959146021619,0.004190000421369649,0.004821779749328759,0.0016743396793484529,0.0053025283175117495,0.004781157251842287,0.004629305869545946
2018-04-19,-0.022668198815440587,-0.022974003015819564,-0.025146828904550413,-0.026706157478918243,-0.02425742285272936,-0.026626099004716294,-0.02586610575253799,-0.023907337600207784,-0.023768929873322353,-0.019944848400331335
2018-04-20,-0.016311236193916778,-0.014000514490382638,-0.00855222640305225,-0.006770012312485746,-0.00737199694257899,-0.005469854560730277,-0.007308971747391253,-0.00424402808295785,-0.004088459581528021,-0.008762295527751663
2018-04-23,0.02250246902374189,0.023557066061752056,0.024250761269767964,0.025263442077453433,0.023589350968760813,0.022335568113501056,0.024502282368697177,0.02247717489318277,0.02298480322009688,0.017310765040902388
2018-04-24,0.0029091508537900756,0.007285955118408212,0.00350193550231236,0.0038300832355047613,0.0032044050095758753,0.0039296910158212505,0.004646629761033109,0.0073497345794422235,0.0023022004136616005,0.0029205202950511938
2018-04-25,-0.015902121466094973,-0.020853885464787173,-0.02373706855652688,-0.023318888143562932,-0.019803545571497903,-0.02360227701471079,-0.021525324931745686,-0.02031682184930938,-0.022758149982066954,-0.020855888743009802
2018-04-26,-0.0061963233861171,-0.0004283394130665332,0.0011813727735054526,0.0024814645726175164,-0.0004209934443943933,0.0008940026775312189,0.004402584091036566,0.002037216660375035,0.0010899212806686931,0.0026558621329216565
2018-04-27,-0.011711947182621309,-0.006432207846452388,-0.004867242242962399,-0.005557899796647711,-0.005482284097526776,-0.005866149123434026,-0.003937234375004586,-0.005883813802604726,-0.005858001232094064,-0.0037546769397251425
2018-05-02,0.007035676341574587,0.008029085567522642,0.010808586534594667,0.011877203218491197,0.008596371236196335,0.01034111298315595,0.011610587013676635,0.009618874439196103,0.010595024687095706,0.01281347670915835
2018-05-03,-0.0026532586371447752,-0.0034777805789693887,-0.0032072477179441498,0.0002311798508053771,-0.0023747968537661136,0.00023730665910462763,-0.0036499650509296583,-0.0015728538297383923,-0.0012801922675847682,-0.0009563508252193147
2018-05-04,0.017997163315593676,0.01704963840986325,0.01901884796798834,0.017748561264468405,0.02027709936586105,0.019384532929068533,0.017483165691102236,0.01964209886904474,0.017346255323848443,0.017926312960732438
2018-05-07,0.005089906508069321,0.005590030046576108,0.005925695282777329,0.008864492159204559,0.007117560946355569,0.006591011767159935,0.008421116058916506,0.007504283781035035,0.01118172714925442,0.008971608165342752
2018-05-08,-0.002361724932667151,-0.0005528952713473312,0.0009549433343417558,0.0007896230940924828,0.0003319112225313321,0.0016036484714666136,0.0013398180581793283,5.677671562236191e-05,0.005173360107271382,0.00048712286781673117
2018-05-09,0.0033536609347660147,0.008150542137248593,0.006462155754516035,0.0059537753622331095,0.003809992735765678,0.005979193849830053,0.0049497728709544464,0.006833151610314375,0.005797369574785099,0.005976543656484636
2018-05-10,-0.021784843617801197,-0.01763327272818616,-0.011046015104013113,-0.013122142256387241,-0.009046134540745526,-0.011484384523223897,-0.011251682465693575,-0.010865453908835861,-0.008710282053458222,-0.009783149818277104
2018-05-11,-0.015415540360565895,-0.005613990090572005,-0.007086070538850096,-0.005764380002465876,-0.008279698550112402,-0.007687720768694427,-0.005757106517798594,-0.007389267481164282,-0.00726126449200466,-0.004559125175540331
2018-05-14,0.010016695835962344,0.01263904223529642,0.012960699961828567,0.010877756811988838,0.010581534399658168,0.01239708021146025,0.012514282130005374,0.007833321218531829,0.010365506296635709,0.009669373797129366
2018-05-15,-0.008021844256462948,-0.004956000397042413,-0.004152363798398531,-0.0074314150779761145,-0.005744823368387074,-0.003927540848352058,-0.005972101556949304,-0.0047418600255278946,-0.0032885805759954147,-0.0031117656639274445
