Annualized Return,Annualized Excess Return,IR,IR long only,IC,Max Drawdown,Max Drawdown long only,daily Turnover
0.9829748602186132,0.010447373487935509,7.964665798999443,0.12781961469040884,0.023515264816039026,0.04764214422226676,0.11418377526746926,0.18396558324420603
