Annualized Return,Annualized Excess Return,IR,IR long only,IC,Max Drawdown,Max Drawdown long only,daily Turnover
0.18138358992362197,-0.03396828589869432,3.0269245954294153,-0.4154979041222247,0.009586512004758728,0.060750506211060956,0.1380165050440456,0.019889664320928032
