Annualized Return,Annualized Excess Return,IR,IR long only,IC,Max Drawdown,Max Drawdown long only,daily Turnover
1.0298265872402494,0.15129550603725844,8.825414577109754,1.669246718639626,0.04775188805375604,0.06885787551482725,0.09080031101806918,0.4669402694857412
