Annualized Return,Annualized Excess Return,IR,IR long only,IC,Max Drawdown,Max Drawdown long only,daily Turnover
0.23731408109836233,0.05055859003469328,4.255727903948246,0.5790173327530942,0.014464906918397996,0.03591877001042898,0.12295716595388906,0.18349452822674467
