Annualized Return,Annualized Excess Return,IR,IR long only,IC,Max Drawdown,Max Drawdown long only,daily Turnover
0.18000389853007137,0.04514937599906272,3.551226580679833,0.5412666861474947,0.011198162039005272,0.036183307901258066,0.11743760623862154,0.11221168839886976
