Annualized Return,Annualized Excess Return,IR,IR long only,IC,Max Drawdown,Max Drawdown long only,daily Turnover
0.40825916780146126,0.026803915104918877,4.739422020905288,0.326664442312971,0.02423811542444628,0.06439433885282775,0.11925927454552147,0.3324812459981369
