Annualized Return,Annualized Excess Return,IR,IR long only,IC,Max Drawdown,Max Drawdown long only,daily Turnover
0.25276407762770164,0.004542413004866747,3.5859253367479482,0.05775600078527373,0.018241368903604383,0.046169829824867004,0.10143415755949145,0.11693634154732761
