Annualized Return,Annualized Excess Return,IR,IR long only,IC,Max Drawdown,Max Drawdown long only,daily Turnover
0.4541284222540077,0.03262560838055131,5.453687861928968,0.3525470082025885,0.025631953171881657,0.0595288519447581,0.15642872606208613,0.6760363017210261
