Annualized Return,Annualized Excess Return,IR,IR long only,IC,Max Drawdown,Max Drawdown long only,daily Turnover
0.21546839558833683,-0.002697064654745202,3.4838060602476473,-0.03406371747318535,0.01700268956665529,0.04255924118144255,0.10033028669325696,0.12043891899591086
