time,pnl,long_pnl,benchmark_ret,cum_pnl,cum_long_pnl,cum_benchmark_ret,excess_ret,cum_excess_ret,turnover
2018-06-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-07-02,0.0007385962319438933,0.0027424864130620947,0.0050509721706241,0.0007385962319438933,0.0027424864130620947,0.0050509721706241,-0.002308485757562005,-0.002308485757562005,0.19740618988129685
2018-07-03,0.00411342840153132,-0.007916622881164898,-0.0126373816525786,0.004852024633475213,-0.005174136468102803,-0.0075864094819545,0.004720758771413702,0.002412273013851697,0.19746802759331256
2018-07-04,0.004618278496363619,-0.015316701118062,-0.0141230047693853,0.009470303129838832,-0.020490837586164802,-0.0217094142513398,-0.0011936963486766997,0.0012185766651749974,0.19999836514732144
2018-07-05,0.007202632225149378,0.002349707458104083,0.0043769599469001,0.01667293535498821,-0.01814113012806072,-0.0173324543044397,-0.002027252488796017,-0.0008086758236210204,0.1997226998492966
2018-07-06,0.009839496201316586,0.019282964285241413,0.0275364805791961,0.026512431556304797,0.0011418341571806934,0.0102040262747564,-0.008253516293954686,-0.009062192117575706,0.19985162834699763
2018-07-09,0.0021020776170773514,0.006196700094562854,0.0047801559177776,0.02861450917338215,0.007338534251743548,0.014984182192534,0.0014165441767852545,-0.007645647940790452,0.20169665062731584
2018-07-10,0.010501850858571004,-0.020842821509915302,-0.0192443434376853,0.03911636003195315,-0.013504287258171755,-0.004260161245151299,-0.0015984780722300036,-0.009244126013020456,0.20172646914516557
2018-07-11,0.014369538648558094,0.023330592103260335,0.0243175116665149,0.05348589868051125,0.00982630484508858,0.0200573504213636,-0.0009869195632545638,-0.010231045576275018,0.21006723589939652
2018-07-12,0.021475793432459197,0.004479391690552698,0.0025855119268476,0.07496169211297045,0.014305696535641278,0.0226428623482112,0.0018938797637050976,-0.008337165812569922,0.20926726819287442
2018-07-13,0.01692109635893171,-0.0002735999530215058,-0.0055640869728733,0.09188278847190216,0.014032096582619771,0.017078775375337897,0.005290487019851795,-0.003046678792718126,0.1956860194474401
2018-07-16,0.0008292040469025544,0.0005810507412365347,-0.0046158967855024,0.09271199251880471,0.014613147323856306,0.012462878589835497,0.005196947526738934,0.0021502687340208097,0.1991515674715942
2018-07-17,-0.0030259489867863524,-0.0055925237668203774,-0.0046815121824121,0.08968604353201837,0.00902062355703593,0.007781366407423397,-0.0009110115844082776,0.001239257149612533,0.18036189997152385
2018-07-18,0.01622449627153118,-0.007596066500290086,-0.0061786075943475,0.10591053980354954,0.001424557056745844,0.0016027588130758967,-0.0014174589059425856,-0.00017820175633005263,0.16800813664985617
2018-07-19,0.01174914173866962,0.009838159879635884,0.0195238217123159,0.11765968154221916,0.011262716936381728,0.0211265805253918,-0.009685661832680017,-0.00986386358901007,0.18471756554919286
2018-07-20,0.01950643566721825,0.006307538946763016,0.0097762877272114,0.13716611720943742,0.017570255883144745,0.0309028682526032,-0.0034687487804483845,-0.013332612369458454,0.194830089827021
2018-07-23,0.008439592744174048,0.01720793919497555,0.014999904270854,0.14560570995361147,0.0347781950781203,0.0459027725234572,0.002208034924121551,-0.011124577445336903,0.18421523822469513
2018-07-24,0.0008445560701460384,0.0016269512686740686,-0.0002460364219283,0.14645026602375752,0.03640514634679437,0.0456567361015289,0.0018729876906023687,-0.00925158975473453,0.18336129002132734
2018-07-25,-0.003507699046995011,-0.0018086899949378446,-0.0082155072627219,0.1429425669767625,0.03459645635185653,0.037441228838807,0.006406817267784056,-0.0028447724869504754,0.17317068675708716
2018-07-26,0.00854302428827337,-0.004877973815024132,-0.0044173482770574,0.15148559126503586,0.029718482536832395,0.033023880561749604,-0.000460625537966732,-0.0033053980249172082,0.17024190152254393
2018-07-27,0.013653492588704706,-0.011233550254004462,-0.0052642453584715,0.16513908385374057,0.018484932282827934,0.027759635203278104,-0.005969304895532962,-0.00927470292045017,0.17182114175828933
2018-07-30,0.003408653279244282,0.0008908774984934595,0.002072620487642,0.16854773713298485,0.019375809781321394,0.029832255690920104,-0.0011817429891485404,-0.01045644590959871,0.17547743453096015
2018-07-31,0.0035227825231273504,-0.014257130938291878,-0.0191464010194507,0.1720705196561122,0.005118678843029516,0.010685854671469406,0.00488927008115882,-0.00556717582843989,0.17013452414798078
2018-08-01,0.009774222174814346,-0.024454112149104534,-0.0225189443294556,0.18184474183092655,-0.01933543330607502,-0.011833089657986195,-0.0019351678196489336,-0.007502343648088824,0.17507756171035074
2018-08-02,0.008324908698655377,-0.010562652215186178,-0.0116559179276908,0.19016965052958193,-0.0298980855212612,-0.023489007585676992,0.0010932657125046208,-0.0064090779355842065,0.16909537499682517
2018-08-03,0.013135381942934489,-0.018799806065636502,-0.0150924300381416,0.2033050324725164,-0.048697891586897704,-0.03858143762381859,-0.0037073760274949023,-0.010116453963079114,0.19896583366953569
2018-08-06,0.023742593887739815,0.023858862126976393,0.027485125489262,0.22704762636025622,-0.02483902945992131,-0.011096312134556589,-0.003626263362285609,-0.013742717325364723,0.1989989836314376
2018-08-07,0.02501232941729119,-0.01329288861616859,-0.0149594132541787,0.2520599557775474,-0.0381319180760899,-0.02605572538873529,0.0016665246380101108,-0.01207619268735461,0.1933256609031082
2018-08-08,0.02837825272270472,0.01999286988334651,0.020964711400721,0.28043820850025214,-0.01813904819274339,-0.00509101398801429,-0.0009718415173744881,-0.013048034204729098,0.1681056620166057
2018-08-09,0.022293499469626995,0.005328565295692861,0.0013299140260933,0.30273170796987914,-0.012810482897050527,-0.0037610999619209903,0.003998651269599561,-0.009049382935129538,0.1681041621558579
2018-08-10,0.017403536995451236,0.0020716339769025626,-0.0026096722438327,0.32013524496533036,-0.010738848920147965,-0.00637077220575369,0.004681306220735263,-0.004368076714394275,0.18076490613545407
2018-08-13,0.007795766954431632,-0.0013171887398955172,-0.0025985502808299,0.327931011919762,-0.012056037660043482,-0.008969322486583591,0.0012813615409343827,-0.003086715173459891,0.17632579096950984
2018-08-14,0.005224662004368124,-0.020305013984019453,-0.0217258144287563,0.3331556739241301,-0.03236105164406294,-0.030695136915339892,0.0014208004447368479,-0.0016659147287230447,0.18413883836586792
2018-08-15,0.017017907139507207,-0.008764404209331155,-0.0077698113767463,0.3501735810636373,-0.04112545585339409,-0.038464948292086194,-0.000994592832584855,-0.0026605075613078955,0.18455685146215933
2018-08-16,0.01273316061816678,-0.018136684555262635,-0.0145641666673725,0.36290674168180403,-0.059262140408656724,-0.053029114959458695,-0.0035725178878901354,-0.006233025449198029,0.19183153118461607
2018-08-17,0.019795076417312107,0.003061372011235441,0.0101384972602765,0.38270181809911613,-0.05620076839742128,-0.0428906176991822,-0.007077125249041059,-0.013310150698239084,0.18201539087590934
2018-08-20,0.02408583090405394,0.013317934736681167,0.0134385649461657,0.40678764900317005,-0.04288283366074011,-0.029452052753016496,-0.0001206302094845322,-0.013430780907723615,0.1719929137376526
2018-08-21,0.01342082893390099,-0.010501721669754603,-0.0083166601038789,0.42020847793707106,-0.053384555330494715,-0.0377687128568954,-0.0021850615658757025,-0.015615842473599317,0.16595522490639397
2018-08-22,0.020323391902141885,0.005647656910338002,0.0039447573119619,0.44053186983921294,-0.047736898420156715,-0.0338239555449335,0.001702899598376102,-0.013912942875223218,0.1646457436006454
2018-08-23,0.01599888552634979,-0.0020947327184739316,0.0012885846462994,0.45653075536556276,-0.04983163113863065,-0.0325353708986341,-0.0033833173647733316,-0.01729626023999655,0.1613897468662249
2018-08-24,0.02420709517360296,0.02053471158439617,0.0208845063185246,0.48073785053916573,-0.02929691955423448,-0.011650864580109499,-0.0003497947341284287,-0.01764605497412498,0.16852944950300733
2018-08-27,0.01461386537752673,0.0011261095369952602,-0.0005258863921574,0.49535171591669247,-0.028170810017239218,-0.012176750972266899,0.0016519959291526603,-0.01599405904497232,0.17866600599551327
2018-08-28,0.008441118214918752,-0.005468159883049099,-0.0041876996162977,0.5037928341316112,-0.03363896990028832,-0.0163644505885646,-0.0012804602667513994,-0.017274519311723722,0.18410899811218404
2018-08-29,-0.006295404180769691,-0.012867415330228647,-0.0124475913143909,0.49749742995084156,-0.046506385230516964,-0.0288120419029555,-0.000419824015837747,-0.017694343327561465,0.1769074561390489
2018-08-30,0.009090572253250728,-0.01037573678080097,-0.0061733569970488,0.5065880022040923,-0.05688212201131793,-0.0349853989000043,-0.004202379783752171,-0.021896723111313632,0.17503431722294602
2018-08-31,0.010080218701053904,0.0016488126762994855,-0.0014558534787456,0.5166682209051462,-0.055233309335018445,-0.0364412523787499,0.0031046661550450856,-0.018792056956268545,0.16262710841988928
2018-09-03,-0.001452338246981983,0.01116770889809535,0.0111305523235148,0.5152158826581642,-0.04406560043692309,-0.0253107000552351,3.71565745805498e-05,-0.01875490038168799,0.1778984421580673
2018-09-04,-0.004909664445424493,-0.012590127848406567,-0.0179032263431785,0.5103062182127397,-0.05665572828532966,-0.0432139263984136,0.005313098494771934,-0.013441801886916058,0.18045920793448808
2018-09-05,-0.0008867031340804106,-0.00527728969371486,-0.0064712835623056,0.5094195150786592,-0.06193301797904452,-0.0496852099607192,0.00119399386859074,-0.01224780801832532,0.17746711008154079
2018-09-06,-0.0010088846720869636,0.0034437472631275246,0.0030953313439373,0.5084106304065723,-0.058489270715916995,-0.0465898786167819,0.0003484159191902247,-0.011899392099135098,0.1838397429854674
2018-09-07,0.005269278794205024,-0.016304670456403707,-0.0151045523895311,0.5136799092007773,-0.0747939411723207,-0.061694431006313,-0.0012001180668726064,-0.013099510166007702,0.18566333783156636
2018-09-10,0.0072075615696024845,0.0011602028390103197,-0.0011152447085998,0.5208874707703798,-0.07363373833331038,-0.0628096757149128,0.0022754475476101195,-0.010824062618397579,0.17530072617322132
2018-09-11,0.004738444197714078,-0.0010693152488356955,-0.0039326569593489,0.5256259149680939,-0.07470305358214607,-0.0667423326742617,0.002863341710513205,-0.00796072090788437,0.1775206011513772
2018-09-12,0.008086036117408156,0.007233328785055766,0.0109540507204117,0.533711951085502,-0.0674697247970903,-0.05578828195385,-0.003720721935355935,-0.011681442843240304,0.18193803492421565
2018-09-13,0.005321908055233006,-0.009366644709650866,-0.0032907710331277,0.539033859140735,-0.07683636950674116,-0.0590790529869777,-0.006075873676523166,-0.017757316519763464,0.18807873189357385
2018-09-14,0.0007801296403655584,-0.014280872361038878,-0.0122082067303949,0.5398139887811005,-0.09111724186778004,-0.0712872597173726,-0.0020726656306439776,-0.019829982150407446,0.19503655083650698
