Annualized Return,Annualized Excess Return,IR,IR long only,IC,Max Drawdown,Max Drawdown long only,daily Turnover
0.4949952899312074,0.06509411119486563,6.248531090389748,0.896368973609781,0.02714839870610053,0.04077896332798103,0.09071261655198298,0.20274315822481753
