Annualized Return,Annualized Excess Return,IR,IR long only,IC,Max Drawdown,Max Drawdown long only,daily Turnover
0.6841583197562986,0.06480322488363255,7.040703815261117,0.7096187985322298,0.03417628185965726,0.0657142739947909,0.12118552625185554,0.5548293259065866
