Annualized Return,Annualized Excess Return,IR,IR long only,IC,Max Drawdown,Max Drawdown long only,daily Turnover
0.24917723192241828,0.056862370417619844,4.44139774935267,0.6570642878054599,0.014792594197019934,0.03256541445706984,0.11929911145931238,0.18160792135769285
