Annualized Return,Annualized Excess Return,IR,IR long only,IC,Max Drawdown,Max Drawdown long only,daily Turnover
0.3068394250008973,0.06531658625086625,4.84801842881863,0.6856534318254105,0.017605465507701357,0.052407199104129054,0.12100977425355552,0.36935167398991803
