Annualized Return,Annualized Excess Return,IR,IR long only,IC,Max Drawdown,Max Drawdown long only,daily Turnover
0.9693639157006924,0.11873690877599105,8.984720031943919,1.4534669880867324,0.04035432131876673,0.04247815451738757,0.08125898241304841,0.25031452523233366
