Annualized Return,Annualized Excess Return,IR,IR long only,IC,Max Drawdown,Max Drawdown long only,daily Turnover
0.827446485248332,0.10166155826726891,8.25967495337771,1.2896841014482874,0.035971024639891915,0.03482862933006903,0.08330564972827859,0.16488908903788987
